2016-12-09 12:27:09	0f1c79818040d6247bc7af177e1dabb8.58410007080bc7.62149409	122.212.217.82	122x212x217x82.ap122.ftth.ucom.ne.jp	/bc/iswcapp/%7B%22tab%22%3A%22AfterFiver%22%2C%22event%22%3A%22mainpageShow%22%2C%22time%22%3A%222016-12-09%2012%3A27%3A09%3A027%22%7D/x.js	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36
2016-12-09 14:19:10	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22mainpageShow%22%2C%22time%22%3A%222016-12-09%2014%3A19%3A10%3A629%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:19:49	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22gcvAPI%22%2C%22time%22%3A%222016-12-09%2014%3A19%3A49%3A427%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:20:03	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22select%22%2C%22string%22%3A%22%E8%8C%B6%E7%A2%97%E8%92%B8%E3%81%97%22%2C%22time%22%3A%222016-12-09%2014%3A20%3A02%3A986%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:20:04	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22search%22%2C%22string%22%3A%22%E8%8C%B6%E7%A2%97%E8%92%B8%E3%81%97%22%2C%22time%22%3A%222016-12-09%2014%3A20%3A04%3A328%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:20:07	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22detailShow%22%2C%22string%22%3A%22%E8%8C%B6%E7%A2%97%E8%92%B8%E3%81%97%22%2C%22recipes%22%3A%5B%22R4116%22%5D%2C%22VOD%22%3A%5B%5D%2C%22time%22%3A%222016-12-09%2014%3A20%3A07%3A548%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:20:12	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22recipeSelect%22%2C%22string%22%3A%22%E8%8C%B6%E7%A2%97%E8%92%B8%E3%81%97%22%2C%22recipe%22%3A%22R4116%22%2C%22time%22%3A%222016-12-09%2014%3A20%3A12%3A158%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:20:22	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22WatchTV%22%2C%22event%22%3A%22mainpageShow%22%2C%22program%22%3A%22E1001948%22%2C%22VODrelation%22%3A%22culture%22%2C%22VOD%22%3A%22V2007258%2CV2007255%2CV2007256%2CV2007243%22%2C%22time%22%3A%222016-12-09%2014%3A20%3A21%3A955%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:21:30	6ac091d93cd5e77ea411e2dd5675e4e1.5804caa58608a5.11275726	182.250.250.227	KD182250250227.au-net.ne.jp	/bc/iswcapp/%7B%22tab%22%3A%22AfterFiver%22%2C%22event%22%3A%22mainpageShow%22%2C%22time%22%3A%222016-12-09%2014%3A21%3A30%3A073%22%7D/x.js	Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1
2016-12-09 14:21:45	6ac091d93cd5e77ea411e2dd5675e4e1.5804caa58608a5.11275726	182.250.250.227	KD182250250227.au-net.ne.jp	/bc/iswcapp/%7B%22tab%22%3A%22AfterFiver%22%2C%22event%22%3A%22search%22%2C%22start%22%3A%22Sannomiya%20Station%22%2C%22destination%22%3A%22Motomachi%20Station%22%2C%22duration%22%3A%222.0%22%2C%22plan%22%3A%22restaurant%22%2C%22time%22%3A%222016-12-09%2014%3A21%3A45%3A077%22%7D/x.js	Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1
2016-12-09 14:21:47	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22AfterFiver%22%2C%22event%22%3A%22mainpageShow%22%2C%22time%22%3A%222016-12-09%2014%3A21%3A47%3A431%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:22:05	6ac091d93cd5e77ea411e2dd5675e4e1.5804caa58608a5.11275726	182.250.250.227	KD182250250227.au-net.ne.jp	/bc/iswcapp/%7B%22tab%22%3A%22AfterFiver%22%2C%22event%22%3A%22search%22%2C%22start%22%3A%22Sannomiya%20Station%22%2C%22destination%22%3A%22Motomachi%20Station%22%2C%22duration%22%3A%222.0%22%2C%22plan%22%3A%22sightseeing%22%2C%22time%22%3A%222016-12-09%2014%3A22%3A04%3A814%22%7D/x.js	Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1
2016-12-09 14:22:33	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22WatchTV%22%2C%22event%22%3A%22mainpageShow%22%2C%22program%22%3A%22E1001948%22%2C%22VODrelation%22%3A%22culture%22%2C%22VOD%22%3A%22V2007258%2CV2007255%2CV2007256%2CV2007243%22%2C%22time%22%3A%222016-12-09%2014%3A22%3A33%3A250%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:22:36	6ac091d93cd5e77ea411e2dd5675e4e1.5804caa58608a5.11275726	182.250.250.227	KD182250250227.au-net.ne.jp	/bc/iswcapp/%7B%22tab%22%3A%22AfterFiver%22%2C%22event%22%3A%22detailShow%22%2C%22spot%22%3A%22%EF%BC%9Chttp%3A//data.lodosaka.jp/iswc2016hack/h157%EF%BC%9E%22%2C%22keyword%22%3A%22sightseeing%22%2C%22recipes%22%3A%22%22%2C%22VOD%22%3A%22V2007260%2CV2007260%2CV2007260%2CV2007260%2CV2007260%22%2C%22time%22%3A%222016-12-09%2014%3A22%3A36%3A202%22%7D/x.js	Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1
2016-12-09 14:23:01	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22WatchTV%22%2C%22event%22%3A%22nextSelect%22%2C%22program%22%3A%22E1001948%22%2C%22VOD%22%3A%22E7000322%22%2C%22time%22%3A%222016-12-09%2014%3A23%3A01%3A534%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:23:13	6ac091d93cd5e77ea411e2dd5675e4e1.5804caa58608a5.11275726	182.250.250.227	KD182250250227.au-net.ne.jp	/bc/iswcapp/%7B%22tab%22%3A%22AfterFiver%22%2C%22event%22%3A%22detailShow%22%2C%22spot%22%3A%22%EF%BC%9Chttp%3A//data.lodosaka.jp/iswc2016hack/h379%EF%BC%9E%22%2C%22keyword%22%3A%22sightseeing%22%2C%22recipes%22%3A%22%22%2C%22VOD%22%3A%22V2007258%2CV2007258%2CV2007258%2CV2007258%2CV2007258%22%2C%22time%22%3A%222016-12-09%2014%3A23%3A12%3A990%22%7D/x.js	Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1
2016-12-09 14:23:22	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22AfterFiver%22%2C%22event%22%3A%22mainpageShow%22%2C%22time%22%3A%222016-12-09%2014%3A23%3A22%3A211%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:23:36	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22AfterFiver%22%2C%22event%22%3A%22search%22%2C%22start%22%3A%22Kobe%20International%20Conference%20Center%22%2C%22destination%22%3A%22Sannomiya%20Station%22%2C%22duration%22%3A%222.0%22%2C%22plan%22%3A%22sightseeing%22%2C%22time%22%3A%222016-12-09%2014%3A23%3A35%3A925%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:23:51	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22AfterFiver%22%2C%22event%22%3A%22detailShow%22%2C%22spot%22%3A%22%EF%BC%9Chttp%3A//data.lodosaka.jp/iswc2016hack/h299%EF%BC%9E%22%2C%22keyword%22%3A%22sightseeing%22%2C%22recipes%22%3A%22%22%2C%22VOD%22%3A%22V2007258%2CV2007258%2CV2007258%2CV2007258%2CV2007258%22%2C%22time%22%3A%222016-12-09%2014%3A23%3A51%3A481%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:24:03	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22AfterFiver%22%2C%22event%22%3A%22vodSelect%22%2C%22keyword%22%3A%22temple%22%2C%22VOD%22%3A%22V2007258%22%2C%22time%22%3A%222016-12-09%2014%3A24%3A03%3A576%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:25:55	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22WatchTV%22%2C%22event%22%3A%22mainpageShow%22%2C%22program%22%3A%22E1001948%22%2C%22VODrelation%22%3A%22nature%22%2C%22VOD%22%3A%22V2007249%2CV2007259%2CV2007251%2CV2007252%2CV2007254%2CV2007257%2CV2007239%2CV2007261%2CV2007267%2CV2007241%2CV2007246%2CV2007209%22%2C%22time%22%3A%222016-12-09%2014%3A25%3A55%3A447%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:26:52	4d67d518497ae05b257da182aff3263d.584a3d829690e2.04993090	126.254.140.194	pw126254140194.8.panda-world.ne.jp	/bc/iswcapp/%7B%22tab%22%3A%22AfterFiver%22%2C%22event%22%3A%22mainpageShow%22%2C%22time%22%3A%222016-12-09%2014%3A26%3A51%3A975%22%7D/x.js	Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1
2016-12-09 14:26:54	4d67d518497ae05b257da182aff3263d.584a3d829690e2.04993090	126.254.140.194	pw126254140194.8.panda-world.ne.jp	/bc/iswcapp/%7B%22tab%22%3A%22WatchTV%22%2C%22event%22%3A%22mainpageShow%22%2C%22program%22%3A%22E1001948%22%2C%22VODrelation%22%3A%22tradition%22%2C%22VOD%22%3A%22V2007248%2CV2007163%2CV2007250%2CV2007253%2CV2007245%2CV2007229%2CV2007260%2CV2007263%2CV2007262%2CV2007265%2CV2007264%22%2C%22time%22%3A%222016-12-09%2014%3A26%3A54%3A807%22%7D/x.js	Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1
2016-12-09 14:27:24	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22AfterFiver%22%2C%22event%22%3A%22mainpageShow%22%2C%22time%22%3A%222016-12-09%2014%3A27%3A24%3A540%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:27:27	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22AfterFiver%22%2C%22event%22%3A%22mainpageShow%22%2C%22time%22%3A%222016-12-09%2014%3A27%3A26%3A939%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:28:58	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22AfterFiver%22%2C%22event%22%3A%22mainpageShow%22%2C%22time%22%3A%222016-12-09%2014%3A28%3A58%3A259%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:28:58	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22mainpageShow%22%2C%22time%22%3A%222016-12-09%2014%3A28%3A58%3A811%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:29:23	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22gcvAPI%22%2C%22time%22%3A%222016-12-09%2014%3A29%3A23%3A703%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:29:50	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22mainpageShow%22%2C%22time%22%3A%222016-12-09%2014%3A29%3A50%3A792%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:30:05	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22gcvAPI%22%2C%22time%22%3A%222016-12-09%2014%3A30%3A05%3A785%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:30:13	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22select%22%2C%22string%22%3A%22%E8%8C%B6%E7%A2%97%E8%92%B8%E3%81%97%22%2C%22time%22%3A%222016-12-09%2014%3A30%3A13%3A099%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:30:15	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22search%22%2C%22string%22%3A%22%E8%8C%B6%E7%A2%97%E8%92%B8%E3%81%97%22%2C%22time%22%3A%222016-12-09%2014%3A30%3A15%3A357%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:30:18	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22detailShow%22%2C%22string%22%3A%22%E8%8C%B6%E7%A2%97%E8%92%B8%E3%81%97%22%2C%22recipes%22%3A%5B%22R4116%22%5D%2C%22VOD%22%3A%5B%5D%2C%22time%22%3A%222016-12-09%2014%3A30%3A18%3A624%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:30:25	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22AfterFiver%22%2C%22event%22%3A%22mainpageShow%22%2C%22time%22%3A%222016-12-09%2014%3A30%3A25%3A301%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:30:26	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22mainpageShow%22%2C%22time%22%3A%222016-12-09%2014%3A30%3A26%3A397%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:30:44	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22gcvAPI%22%2C%22time%22%3A%222016-12-09%2014%3A30%3A44%3A678%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:30:50	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22select%22%2C%22string%22%3A%22%E8%93%AE%E6%A0%B9%22%2C%22time%22%3A%222016-12-09%2014%3A30%3A50%3A249%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:30:51	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22select%22%2C%22string%22%3A%22%E8%93%AE%E6%A0%B9%E3%81%AE%22%2C%22time%22%3A%222016-12-09%2014%3A30%3A51%3A116%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:30:51	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22select%22%2C%22string%22%3A%22%E8%93%AE%E6%A0%B9%E3%81%AE%E6%8C%9F%E3%81%BF%22%2C%22time%22%3A%222016-12-09%2014%3A30%3A51%3A775%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:30:52	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22select%22%2C%22string%22%3A%22%E8%93%AE%E6%A0%B9%E3%81%AE%E6%8C%9F%E3%81%BF%E6%8F%9A%E3%81%92%22%2C%22time%22%3A%222016-12-09%2014%3A30%3A52%3A407%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:30:54	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22search%22%2C%22string%22%3A%22%E8%93%AE%E6%A0%B9%E3%81%AE%E6%8C%9F%E3%81%BF%E6%8F%9A%E3%81%92%22%2C%22time%22%3A%222016-12-09%2014%3A30%3A54%3A028%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:30:57	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22detailShow%22%2C%22string%22%3A%22%E8%93%AE%E6%A0%B9%E3%81%AE%E6%8C%9F%E3%81%BF%E6%8F%9A%E3%81%92%22%2C%22recipes%22%3A%5B%5D%2C%22VOD%22%3A%5B%5D%2C%22time%22%3A%222016-12-09%2014%3A30%3A57%3A142%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
2016-12-09 14:31:06	ae61fb4d6920fd1e98401a8e80c7d6e9.584a3e6974b8f0.81083372	58.93.127.7	i58-93-127-7.s41.a013.ap.plala.or.jp	/bc/iswcapp/%7B%22tab%22%3A%22JapaneseCapture%22%2C%22event%22%3A%22mainpageShow%22%2C%22time%22%3A%222016-12-09%2014%3A31%3A06%3A561%22%7D/x.js	Mozilla/5.0 (Linux; Android 6.0.1; P024 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.108 Mobile Safari/537.36
